395	3.95	0.999960924
396	3.96	0.999962525
397	3.97	0.999964064
398	3.98	0.999965542
399	3.99	0.999966963
400	4	0.999968329
401	4.01	0.999969641
402	4.02	0.999970901
403	4.03	0.999972112
404	4.04	0.999973274
405	4.05	0.999974391
406	4.06	0.999975464
407	4.07	0.999976493
408	4.08	0.999977482
409	4.09	0.999978431
410	4.1	0.999979342
411	4.11	0.999980217
412	4.12	0.999981056
413	4.13	0.999981862
414	4.14	0.999982635
415	4.15	0.999983376
416	4.16	0.999984088
417	4.17	0.99998477
418	4.18	0.999985425
419	4.19	0.999986052
